movieId,title,userId,rating
1,Toy Story (1995),2,5.0
1,Toy Story (1995),5,4.0
1,Toy Story (1995),8,5.0
1,Toy Story (1995),11,4.0
1,Toy Story (1995),14,4.0
1,Toy Story (1995),17,5.0
1,Toy Story (1995),28,3.0
1,Toy Story (1995),29,4.0
1,Toy Story (1995),30,4.5
1,Toy Story (1995),31,4.0
1,Toy Story (1995),32,4.0
1,Toy Story (1995),38,5.0
1,Toy Story (1995),44,1.5
1,Toy Story (1995),45,4.0
1,Toy Story (1995),50,4.0
1,Toy Story (1995),52,3.0
1,Toy Story (1995),54,3.0
1,Toy Story (1995),60,3.0
1,Toy Story (1995),62,2.0
1,Toy Story (1995),69,4.0
1,Toy Story (1995),70,4.0
1,Toy Story (1995),71,4.5
1,Toy Story (1995),72,5.0
1,Toy Story (1995),74,2.0
1,Toy Story (1995),81,4.0
1,Toy Story (1995),83,3.5
1,Toy Story (1995),84,3.0
1,Toy Story (1995),86,3.0
1,Toy Story (1995),88,4.5
1,Toy Story (1995),89,4.0
1,Toy Story (1995),93,4.0
1,Toy Story (1995),96,5.0
1,Toy Story (1995),97,3.5
1,Toy Story (1995),100,3.0
1,Toy Story (1995),103,3.0
1,Toy Story (1995),105,4.0
1,Toy Story (1995),107,3.0
1,Toy Story (1995),108,5.0
1,Toy Story (1995),109,5.0
1,Toy Story (1995),113,4.0
1,Toy Story (1995),114,4.0
1,Toy Story (1995),116,5.0
1,Toy Story (1995),117,4.0
1,Toy Story (1995),118,4.0
1,Toy Story (1995),120,4.0
1,Toy Story (1995),122,5.0
1,Toy Story (1995),128,3.0
1,Toy Story (1995),129,3.0
1,Toy Story (1995),130,3.0
1,Toy Story (1995),133,3.0
1,Toy Story (1995),134,4.0
1,Toy Story (1995),137,4.0
1,Toy Story (1995),140,3.0
1,Toy Story (1995),141,3.5
1,Toy Story (1995),147,5.0
1,Toy Story (1995),151,5.0
1,Toy Story (1995),156,5.0
1,Toy Story (1995),158,4.5
1,Toy Story (1995),159,3.5
1,Toy Story (1995),164,4.0
1,Toy Story (1995),165,5.0
1,Toy Story (1995),166,3.5
1,Toy Story (1995),168,4.0
1,Toy Story (1995),169,3.0
1,Toy Story (1995),171,5.0
1,Toy Story (1995),176,4.0
1,Toy Story (1995),177,3.5
1,Toy Story (1995),179,4.0
1,Toy Story (1995),180,3.5
1,Toy Story (1995),187,5.0
1,Toy Story (1995),188,4.0
1,Toy Story (1995),192,4.0
1,Toy Story (1995),195,4.0
1,Toy Story (1995),196,4.0
1,Toy Story (1995),198,5.0
1,Toy Story (1995),202,4.0
1,Toy Story (1995),203,1.0
1,Toy Story (1995),213,4.5
1,Toy Story (1995),215,3.5
1,Toy Story (1995),218,3.5
1,Toy Story (1995),220,4.0
1,Toy Story (1995),224,4.5
1,Toy Story (1995),226,4.0
1,Toy Story (1995),230,3.0
1,Toy Story (1995),232,3.5
1,Toy Story (1995),233,3.0
1,Toy Story (1995),235,4.0
1,Toy Story (1995),236,4.0
1,Toy Story (1995),239,3.0
1,Toy Story (1995),244,3.0
1,Toy Story (1995),250,4.0
1,Toy Story (1995),255,4.0
1,Toy Story (1995),262,4.0
1,Toy Story (1995),264,4.0
1,Toy Story (1995),268,4.0
1,Toy Story (1995),271,3.0
1,Toy Story (1995),272,4.0
1,Toy Story (1995),278,5.0
1,Toy Story (1995),282,5.0
1,Toy Story (1995),283,2.0
1,Toy Story (1995),286,5.0
1,Toy Story (1995),289,5.0
1,Toy Story (1995),290,4.0
1,Toy Story (1995),296,3.5
1,Toy Story (1995),299,5.0
1,Toy Story (1995),303,5.0
1,Toy Story (1995),308,4.0
1,Toy Story (1995),310,3.0
1,Toy Story (1995),311,4.0
1,Toy Story (1995),314,3.5
1,Toy Story (1995),325,3.0
1,Toy Story (1995),328,5.0
1,Toy Story (1995),329,3.0
1,Toy Story (1995),331,2.0
1,Toy Story (1995),335,5.0
1,Toy Story (1995),336,4.0
1,Toy Story (1995),337,3.0
1,Toy Story (1995),339,5.0
1,Toy Story (1995),347,5.0
1,Toy Story (1995),349,4.0
1,Toy Story (1995),350,5.0
1,Toy Story (1995),352,3.0
1,Toy Story (1995),354,3.0
1,Toy Story (1995),358,3.5
1,Toy Story (1995),365,4.0
1,Toy Story (1995),374,3.0
1,Toy Story (1995),376,2.0
1,Toy Story (1995),378,4.0
1,Toy Story (1995),379,4.0
1,Toy Story (1995),380,4.0
1,Toy Story (1995),383,4.0
1,Toy Story (1995),386,3.0
1,Toy Story (1995),387,4.5
1,Toy Story (1995),393,5.0
1,Toy Story (1995),399,5.0
1,Toy Story (1995),402,4.0
1,Toy Story (1995),405,4.5
1,Toy Story (1995),409,5.0
1,Toy Story (1995),410,3.5
1,Toy Story (1995),413,4.0
1,Toy Story (1995),419,4.0
1,Toy Story (1995),421,4.0
1,Toy Story (1995),422,4.0
1,Toy Story (1995),423,4.0
1,Toy Story (1995),425,4.0
1,Toy Story (1995),426,3.0
1,Toy Story (1995),432,5.0
1,Toy Story (1995),435,4.0
1,Toy Story (1995),437,2.5
1,Toy Story (1995),439,5.0
1,Toy Story (1995),440,5.0
1,Toy Story (1995),441,2.0
1,Toy Story (1995),449,3.5
1,Toy Story (1995),450,3.0
1,Toy Story (1995),451,3.5
1,Toy Story (1995),453,4.0
1,Toy Story (1995),454,5.0
1,Toy Story (1995),455,5.0
1,Toy Story (1995),458,3.5
1,Toy Story (1995),460,5.0
1,Toy Story (1995),461,4.0
1,Toy Story (1995),462,5.0
1,Toy Story (1995),469,3.0
1,Toy Story (1995),471,5.0
1,Toy Story (1995),481,2.0
1,Toy Story (1995),484,5.0
1,Toy Story (1995),485,3.5
1,Toy Story (1995),490,3.0
1,Toy Story (1995),493,3.5
1,Toy Story (1995),495,4.0
1,Toy Story (1995),496,4.0
1,Toy Story (1995),501,4.0
1,Toy Story (1995),506,3.0
1,Toy Story (1995),511,5.0
1,Toy Story (1995),517,4.0
1,Toy Story (1995),528,4.0
1,Toy Story (1995),530,3.0
1,Toy Story (1995),531,5.0
1,Toy Story (1995),532,3.0
1,Toy Story (1995),534,4.0
1,Toy Story (1995),536,3.0
1,Toy Story (1995),542,2.5
1,Toy Story (1995),544,3.0
1,Toy Story (1995),547,3.0
1,Toy Story (1995),548,4.0
1,Toy Story (1995),551,3.0
1,Toy Story (1995),552,5.0
1,Toy Story (1995),554,3.5
1,Toy Story (1995),555,5.0
1,Toy Story (1995),560,4.5
1,Toy Story (1995),561,5.0
1,Toy Story (1995),567,4.0
1,Toy Story (1995),569,4.0
1,Toy Story (1995),571,5.0
1,Toy Story (1995),572,5.0
1,Toy Story (1995),574,3.0
1,Toy Story (1995),575,5.0
1,Toy Story (1995),578,3.0
1,Toy Story (1995),579,4.0
1,Toy Story (1995),580,4.5
1,Toy Story (1995),584,4.0
1,Toy Story (1995),585,4.0
1,Toy Story (1995),586,4.0
1,Toy Story (1995),588,4.0
1,Toy Story (1995),589,4.5
1,Toy Story (1995),590,3.5
1,Toy Story (1995),595,3.0
1,Toy Story (1995),597,5.0
1,Toy Story (1995),599,3.0
1,Toy Story (1995),600,3.0
1,Toy Story (1995),601,4.0
1,Toy Story (1995),603,3.0
1,Toy Story (1995),605,4.0
1,Toy Story (1995),607,4.0
1,Toy Story (1995),620,3.0
1,Toy Story (1995),623,4.0
1,Toy Story (1995),627,5.0
1,Toy Story (1995),628,4.0
1,Toy Story (1995),629,3.0
1,Toy Story (1995),632,5.0
1,Toy Story (1995),633,4.0
1,Toy Story (1995),637,5.0
1,Toy Story (1995),640,4.0
1,Toy Story (1995),642,4.0
1,Toy Story (1995),644,4.0
1,Toy Story (1995),648,5.0
1,Toy Story (1995),650,5.0
1,Toy Story (1995),655,4.0
1,Toy Story (1995),661,4.0
1,Toy Story (1995),662,5.0
1,Toy Story (1995),663,3.0
1,Toy Story (1995),668,3.0
2,Jumanji (1995),16,3.0
2,Jumanji (1995),29,4.0
2,Jumanji (1995),31,4.0
2,Jumanji (1995),32,3.0
2,Jumanji (1995),38,2.0
2,Jumanji (1995),54,4.0
2,Jumanji (1995),62,1.5
2,Jumanji (1995),88,4.5
2,Jumanji (1995),97,4.0
2,Jumanji (1995),103,5.0
2,Jumanji (1995),105,3.0
2,Jumanji (1995),110,4.0
2,Jumanji (1995),122,3.0
2,Jumanji (1995),128,3.0
2,Jumanji (1995),143,5.0
2,Jumanji (1995),148,3.0
2,Jumanji (1995),156,3.0
2,Jumanji (1995),158,4.0
2,Jumanji (1995),160,4.0
2,Jumanji (1995),161,2.0
2,Jumanji (1995),162,4.0
2,Jumanji (1995),167,3.5
2,Jumanji (1995),176,3.0
2,Jumanji (1995),183,4.0
2,Jumanji (1995),184,4.5
2,Jumanji (1995),187,4.0
2,Jumanji (1995),192,3.5
2,Jumanji (1995),193,3.0
2,Jumanji (1995),213,4.0
2,Jumanji (1995),218,4.0
2,Jumanji (1995),220,3.5
2,Jumanji (1995),224,3.5
2,Jumanji (1995),228,4.0
2,Jumanji (1995),232,3.5
2,Jumanji (1995),234,3.0
2,Jumanji (1995),235,3.0
2,Jumanji (1995),242,4.0
2,Jumanji (1995),245,3.0
2,Jumanji (1995),246,3.0
2,Jumanji (1995),250,3.0
2,Jumanji (1995),258,4.0
2,Jumanji (1995),260,3.0
2,Jumanji (1995),261,0.5
2,Jumanji (1995),292,4.5
2,Jumanji (1995),299,4.0
2,Jumanji (1995),310,2.5
2,Jumanji (1995),326,4.0
2,Jumanji (1995),337,3.0
2,Jumanji (1995),343,2.5
2,Jumanji (1995),353,4.0
2,Jumanji (1995),354,3.0
2,Jumanji (1995),358,2.5
2,Jumanji (1995),366,2.5
2,Jumanji (1995),387,4.0
2,Jumanji (1995),389,4.0
2,Jumanji (1995),405,3.5
2,Jumanji (1995),409,2.5
2,Jumanji (1995),410,3.0
2,Jumanji (1995),413,3.0
2,Jumanji (1995),416,3.0
2,Jumanji (1995),425,3.0
2,Jumanji (1995),446,4.0
2,Jumanji (1995),451,3.0
2,Jumanji (1995),460,4.5
2,Jumanji (1995),461,4.0
2,Jumanji (1995),475,3.0
2,Jumanji (1995),493,3.5
2,Jumanji (1995),511,3.0
2,Jumanji (1995),541,3.0
2,Jumanji (1995),542,3.5
2,Jumanji (1995),544,3.0
2,Jumanji (1995),545,3.0
2,Jumanji (1995),551,4.0
2,Jumanji (1995),552,5.0
2,Jumanji (1995),554,3.5
2,Jumanji (1995),555,2.0
2,Jumanji (1995),558,3.0
2,Jumanji (1995),567,3.0
2,Jumanji (1995),576,2.5
2,Jumanji (1995),590,3.0
2,Jumanji (1995),594,3.5
2,Jumanji (1995),603,3.0
2,Jumanji (1995),607,2.0
2,Jumanji (1995),615,3.0
2,Jumanji (1995),627,2.5
2,Jumanji (1995),628,3.0
2,Jumanji (1995),632,3.5
2,Jumanji (1995),650,4.0
2,Jumanji (1995),655,3.5
2,Jumanji (1995),656,3.0
2,Jumanji (1995),662,5.0
2,Jumanji (1995),668,3.0
3,Grumpier Old Men (1995),2,2.0
3,Grumpier Old Men (1995),8,4.0
3,Grumpier Old Men (1995),9,3.0
3,Grumpier Old Men (1995),12,3.0
3,Grumpier Old Men (1995),14,3.0
3,Grumpier Old Men (1995),22,2.5
3,Grumpier Old Men (1995),25,2.0
3,Grumpier Old Men (1995),32,4.0
3,Grumpier Old Men (1995),35,3.0
3,Grumpier Old Men (1995),62,1.0
3,Grumpier Old Men (1995),72,3.0
3,Grumpier Old Men (1995),93,3.0
3,Grumpier Old Men (1995),96,4.0
3,Grumpier Old Men (1995),104,3.0
3,Grumpier Old Men (1995),110,4.5
3,Grumpier Old Men (1995),113,3.0
3,Grumpier Old Men (1995),134,4.0
3,Grumpier Old Men (1995),140,3.0
3,Grumpier Old Men (1995),151,3.0
3,Grumpier Old Men (1995),156,4.0
3,Grumpier Old Men (1995),165,3.0
3,Grumpier Old Men (1995),171,5.0
3,Grumpier Old Men (1995),177,4.0
3,Grumpier Old Men (1995),187,3.0
3,Grumpier Old Men (1995),192,3.0
3,Grumpier Old Men (1995),220,4.0
3,Grumpier Old Men (1995),226,5.0
3,Grumpier Old Men (1995),232,3.0
3,Grumpier Old Men (1995),235,4.0
3,Grumpier Old Men (1995),242,4.0
3,Grumpier Old Men (1995),311,4.0
3,Grumpier Old Men (1995),342,3.0
3,Grumpier Old Men (1995),344,1.5
3,Grumpier Old Men (1995),361,3.0
3,Grumpier Old Men (1995),364,1.5
3,Grumpier Old Men (1995),379,2.0
3,Grumpier Old Men (1995),394,4.0
3,Grumpier Old Men (1995),436,3.0
3,Grumpier Old Men (1995),444,3.0
3,Grumpier Old Men (1995),451,2.5
3,Grumpier Old Men (1995),461,2.5
3,Grumpier Old Men (1995),464,5.0
3,Grumpier Old Men (1995),469,3.0
3,Grumpier Old Men (1995),498,3.0
3,Grumpier Old Men (1995),536,3.0
3,Grumpier Old Men (1995),541,4.0
3,Grumpier Old Men (1995),544,2.0
3,Grumpier Old Men (1995),547,5.0
3,Grumpier Old Men (1995),556,3.0
3,Grumpier Old Men (1995),571,3.0
3,Grumpier Old Men (1995),572,2.0
3,Grumpier Old Men (1995),575,3.0
3,Grumpier Old Men (1995),578,3.0
3,Grumpier Old Men (1995),607,3.0
3,Grumpier Old Men (1995),640,5.0
3,Grumpier Old Men (1995),648,3.0
3,Grumpier Old Men (1995),661,3.0
3,Grumpier Old Men (1995),668,2.0
4,Waiting to Exhale (1995),80,3.5
4,Waiting to Exhale (1995),156,3.0
4,Waiting to Exhale (1995),160,4.0
4,Waiting to Exhale (1995),235,4.0
4,Waiting to Exhale (1995),296,3.0
4,Waiting to Exhale (1995),399,3.0
4,Waiting to Exhale (1995),424,3.0
4,Waiting to Exhale (1995),465,1.5
4,Waiting to Exhale (1995),469,3.0
4,Waiting to Exhale (1995),511,1.0
4,Waiting to Exhale (1995),575,2.0
5,Father of the Bride Part II (1995),2,3.0
5,Father of the Bride Part II (1995),3,3.0
5,Father of the Bride Part II (1995),8,3.0
5,Father of the Bride Part II (1995),14,3.0
5,Father of the Bride Part II (1995),22,2.5
5,Father of the Bride Part II (1995),34,3.0
5,Father of the Bride Part II (1995),35,3.0
5,Father of the Bride Part II (1995),42,5.0
5,Father of the Bride Part II (1995),62,3.5
5,Father of the Bride Part II (1995),83,1.5
5,Father of the Bride Part II (1995),89,2.0
5,Father of the Bride Part II (1995),93,3.0
5,Father of the Bride Part II (1995),96,3.0
5,Father of the Bride Part II (1995),105,3.0
5,Father of the Bride Part II (1995),107,3.0
5,Father of the Bride Part II (1995),109,3.0
5,Father of the Bride Part II (1995),113,3.5
5,Father of the Bride Part II (1995),118,4.0
5,Father of the Bride Part II (1995),123,3.5
5,Father of the Bride Part II (1995),134,5.0
5,Father of the Bride Part II (1995),156,5.0
5,Father of the Bride Part II (1995),164,3.0
5,Father of the Bride Part II (1995),165,2.0
5,Father of the Bride Part II (1995),171,5.0
5,Father of the Bride Part II (1995),181,2.0
5,Father of the Bride Part II (1995),187,3.0
5,Father of the Bride Part II (1995),192,3.5
5,Father of the Bride Part II (1995),213,3.5
5,Father of the Bride Part II (1995),220,2.0
5,Father of the Bride Part II (1995),225,4.0
5,Father of the Bride Part II (1995),226,5.0
5,Father of the Bride Part II (1995),235,3.0
5,Father of the Bride Part II (1995),244,2.0
5,Father of the Bride Part II (1995),245,3.0
5,Father of the Bride Part II (1995),250,2.0
5,Father of the Bride Part II (1995),271,4.0
5,Father of the Bride Part II (1995),284,3.0
5,Father of the Bride Part II (1995),311,4.0
5,Father of the Bride Part II (1995),329,5.0
5,Father of the Bride Part II (1995),342,3.0
5,Father of the Bride Part II (1995),379,2.0
5,Father of the Bride Part II (1995),389,4.5
5,Father of the Bride Part II (1995),394,4.0
5,Father of the Bride Part II (1995),416,3.0
5,Father of the Bride Part II (1995),436,3.0
5,Father of the Bride Part II (1995),439,3.0
5,Father of the Bride Part II (1995),461,3.0
5,Father of the Bride Part II (1995),494,4.0
5,Father of the Bride Part II (1995),509,4.0
5,Father of the Bride Part II (1995),536,3.0
5,Father of the Bride Part II (1995),544,2.0
5,Father of the Bride Part II (1995),547,3.0
5,Father of the Bride Part II (1995),552,4.0
5,Father of the Bride Part II (1995),572,3.0
5,Father of the Bride Part II (1995),575,3.0
5,Father of the Bride Part II (1995),580,4.0
5,Father of the Bride Part II (1995),597,3.0
5,Father of the Bride Part II (1995),603,3.0
5,Father of the Bride Part II (1995),648,4.0
5,Father of the Bride Part II (1995),656,3.0
5,Father of the Bride Part II (1995),661,3.0
5,Father of the Bride Part II (1995),668,2.5
6,Heat (1995),9,4.0
6,Heat (1995),29,4.0
6,Heat (1995),31,4.0
6,Heat (1995),35,5.0
6,Heat (1995),62,4.5
6,Heat (1995),63,3.0
6,Heat (1995),65,4.0
6,Heat (1995),69,4.5
6,Heat (1995),72,3.0
6,Heat (1995),79,4.0
6,Heat (1995),87,4.5
6,Heat (1995),88,4.5
6,Heat (1995),96,4.0
6,Heat (1995),104,4.0
6,Heat (1995),107,4.0
6,Heat (1995),109,5.0
6,Heat (1995),117,5.0
6,Heat (1995),119,5.0
6,Heat (1995),122,5.0
6,Heat (1995),128,5.0
6,Heat (1995),134,5.0
6,Heat (1995),140,3.0
6,Heat (1995),147,4.0
6,Heat (1995),149,4.0
6,Heat (1995),151,3.0
6,Heat (1995),157,4.0
6,Heat (1995),158,4.5
6,Heat (1995),160,4.0
6,Heat (1995),161,3.5
6,Heat (1995),164,5.0
6,Heat (1995),169,4.0
6,Heat (1995),177,4.5
6,Heat (1995),182,4.0
6,Heat (1995),194,3.0
6,Heat (1995),203,4.0
6,Heat (1995),220,3.5
6,Heat (1995),224,4.5
6,Heat (1995),226,3.0
6,Heat (1995),228,3.5
6,Heat (1995),235,4.0
6,Heat (1995),261,4.5
6,Heat (1995),263,4.0
6,Heat (1995),264,4.0
6,Heat (1995),268,4.0
6,Heat (1995),271,5.0
6,Heat (1995),273,3.0
6,Heat (1995),274,4.0
6,Heat (1995),287,5.0
6,Heat (1995),294,5.0
6,Heat (1995),303,2.0
6,Heat (1995),307,5.0
6,Heat (1995),308,3.0
6,Heat (1995),310,3.5
6,Heat (1995),311,4.0
6,Heat (1995),321,4.0
6,Heat (1995),326,4.0
6,Heat (1995),358,3.5
6,Heat (1995),376,3.0
6,Heat (1995),379,2.0
6,Heat (1995),380,5.0
6,Heat (1995),381,5.0
6,Heat (1995),394,3.0
6,Heat (1995),398,5.0
6,Heat (1995),399,4.0
6,Heat (1995),402,5.0
6,Heat (1995),403,4.0
6,Heat (1995),405,3.5
6,Heat (1995),413,3.5
6,Heat (1995),416,2.0
6,Heat (1995),424,4.0
6,Heat (1995),425,4.0
6,Heat (1995),428,5.0
6,Heat (1995),432,5.0
